sample_id,benchmark_name,run_name,step,sample_index,label,prediction,correct,mode,needs_final_query,route_match,exit_time,query_time,late_relaxed,late_strict,retrieval_distance,payload,query,trigger_time
confirm:0:0,long_horizon_memory_v2,16045,0,0,0,0,True,2,True,True,127.0,127.0,True,True,117,0,0,10
confirm:0:1,long_horizon_memory_v2,16045,0,1,2,2,True,2,True,True,127.0,127.0,True,True,68,1,1,59
confirm:0:2,long_horizon_memory_v2,16045,0,2,2,2,True,2,True,True,127.0,127.0,True,True,91,3,3,36
confirm:0:3,long_horizon_memory_v2,16045,0,3,1,1,True,1,False,True,20.0,127.0,False,False,0,1,1,20
confirm:0:4,long_horizon_memory_v2,16045,0,4,2,2,True,2,True,True,127.0,127.0,True,True,122,0,2,5
confirm:0:5,long_horizon_memory_v2,16045,0,5,0,0,True,2,True,True,127.0,127.0,True,True,94,2,2,33
confirm:0:6,long_horizon_memory_v2,16045,0,6,1,1,True,1,False,True,50.0,127.0,False,False,0,1,3,50
confirm:0:7,long_horizon_memory_v2,16045,0,7,1,1,True,2,True,True,127.0,127.0,True,True,78,0,1,49
confirm:0:8,long_horizon_memory_v2,16045,0,8,1,1,True,1,False,True,17.0,127.0,False,False,0,1,0,17
confirm:0:9,long_horizon_memory_v2,16045,0,9,3,3,True,2,True,True,127.0,127.0,True,True,97,2,1,30
confirm:0:10,long_horizon_memory_v2,16045,0,10,1,1,True,2,True,True,127.0,127.0,True,True,97,1,0,30
confirm:0:11,long_horizon_memory_v2,16045,0,11,1,1,True,2,True,True,127.0,127.0,True,True,88,2,3,39
confirm:0:12,long_horizon_memory_v2,16045,0,12,0,0,True,2,True,False,12.0,127.0,False,False,115,2,2,12
confirm:0:13,long_horizon_memory_v2,16045,0,13,2,2,True,2,True,True,127.0,127.0,True,True,71,1,1,56
confirm:0:14,long_horizon_memory_v2,16045,0,14,2,2,True,2,True,True,127.0,127.0,True,True,71,1,1,56
confirm:0:15,long_horizon_memory_v2,16045,0,15,3,3,True,2,True,True,127.0,127.0,True,True,92,3,0,35
confirm:0:16,long_horizon_memory_v2,16045,0,16,1,1,True,2,True,True,127.0,127.0,True,True,98,2,3,29
confirm:0:17,long_horizon_memory_v2,16045,0,17,3,3,True,2,True,True,127.0,127.0,True,True,119,0,3,8
confirm:0:18,long_horizon_memory_v2,16045,0,18,2,2,True,2,True,True,127.0,127.0,True,True,66,1,1,61
confirm:0:19,long_horizon_memory_v2,16045,0,19,1,1,True,2,True,True,127.0,127.0,True,True,106,2,3,21
confirm:0:20,long_horizon_memory_v2,16045,0,20,3,3,True,2,True,True,127.0,127.0,True,True,126,2,1,1
confirm:0:21,long_horizon_memory_v2,16045,0,21,0,0,True,2,True,True,127.0,127.0,True,True,124,2,2,3
confirm:0:22,long_horizon_memory_v2,16045,0,22,0,0,True,0,False,True,0.0,127.0,False,False,0,0,0,43
confirm:0:23,long_horizon_memory_v2,16045,0,23,1,1,True,2,True,True,127.0,127.0,True,True,118,0,1,9
confirm:0:24,long_horizon_memory_v2,16045,0,24,3,3,True,2,True,True,127.0,127.0,True,True,72,2,1,55
confirm:0:25,long_horizon_memory_v2,16045,0,25,0,0,True,1,False,True,26.0,127.0,False,False,0,0,3,26
confirm:0:26,long_horizon_memory_v2,16045,0,26,2,2,True,2,True,True,127.0,127.0,True,True,65,2,0,62
confirm:0:27,long_horizon_memory_v2,16045,0,27,3,3,True,2,True,True,127.0,127.0,True,True,111,0,3,16
confirm:0:28,long_horizon_memory_v2,16045,0,28,3,3,True,2,True,True,127.0,127.0,True,True,85,3,0,42
confirm:0:29,long_horizon_memory_v2,16045,0,29,0,0,True,2,True,True,127.0,127.0,True,True,82,3,1,45
